"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 85.960188 85.960188 126.740188 126.740188
2 83.179641 83.179641 123.959641 123.959641
3 67.655304 67.655304 108.435304 108.435304
27 59.799616 59.799616 100.579616 100.579616
51 84.437006 59.799616 125.217006 100.579616
