"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
21 1.9310651256 1.9310651256 312.5510651256 312.5510651256
60 0.0152018594 0.0152018594 310.6352018594 310.6352018594
730 0.3947438066 0.0152018594 311.0147438066 310.6352018594
