"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
6 77.562666 77.562666 118.342666 118.342666
8 73.891204 73.891204 114.671204 114.671204
10 77.091535 73.891204 117.871535 114.671204
