"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 81.576642 81.576642 122.356642 122.356642
2 76.903066 76.903066 117.683066 117.683066
10 76.117215 76.117215 116.897215 116.897215
13 82.738460 76.117215 123.518460 116.897215
