"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 86.4559100923 86.4559100923 397.0759100923 397.0759100923
2 79.5181520150 79.5181520150 390.1381520150 390.1381520150
5 71.1803736993 71.1803736993 381.8003736993 381.8003736993
11 73.0956239155 71.1803736993 383.7156239155 381.8003736993
