"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
11 73.832738 73.832738 114.612738 114.612738
15 73.309364 73.309364 114.089364 114.089364
16 72.686502 72.686502 113.466502 113.466502
17 72.016001 72.016001 112.796001 112.796001
18 71.669604 71.669604 112.449604 112.449604
19 64.507664 64.507664 105.287664 105.287664
20 62.556727 62.556727 103.336727 103.336727
