"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 78.480874 78.480874 119.260874 119.260874
2 75.445807 75.445807 116.225807 116.225807
3 73.418174 73.418174 114.198174 114.198174
6 66.203437 66.203437 106.983437 106.983437
12 77.246635 66.203437 118.026635 106.983437
