"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 83.028517 83.028517 123.808517 123.808517
2 70.117421 70.117421 110.897421 110.897421
7 69.772715 69.772715 110.552715 110.552715
14 68.531501 68.531501 109.311501 109.311501
20 81.901191 68.531501 122.681191 109.311501
