"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
4 79.179778 79.179778 119.959778 119.959778
10 77.188530 77.188530 117.968530 117.968530
12 66.357044 66.357044 107.137044 107.137044
15 62.550379 62.550379 103.330379 103.330379
16 51.712755 51.712755 92.492755 92.492755
