"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 86.455910 86.455910 397.075910 397.075910
2 76.749204 76.749204 387.369204 387.369204
3 67.480331 67.480331 378.100331 378.100331
11 79.633763 67.480331 390.253763 378.100331
