"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 601.965276 601.965276 694.905276 694.905276
3 589.051045 589.051045 681.991045 681.991045
10 4377.901395 589.051045 4470.841395 681.991045
