"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
12 74.769428 74.769428 115.549428 115.549428
13 73.571750 73.571750 114.351750 114.351750
16 72.486717 72.486717 113.266717 113.266717
17 72.044776 72.044776 112.824776 112.824776
20 71.143039 71.143039 111.923039 111.923039
