"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 85.960188 85.960188 126.740188 126.740188
2 78.314496 78.314496 119.094496 119.094496
3 77.415793 77.415793 118.195793 118.195793
6 68.372170 68.372170 109.152170 109.152170
31 73.335680 68.372170 114.115680 109.152170
