"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 68.349791 68.349791 109.129791 109.129791
7 68.231583 68.231583 109.011583 109.011583
10 65.313552 65.313552 106.093552 106.093552
13 76.104828 65.313552 116.884828 106.093552
