"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
45 73.442251 73.442251 114.222251 114.222251
46 71.014765 71.014765 111.794765 111.794765
47 70.441646 70.441646 111.221646 111.221646
50 72.756889 70.441646 113.536889 111.221646
