"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 67.1716294947 67.1716294947 377.7916294947 377.7916294947
27 65.5873278296 65.5873278296 376.2073278296 376.2073278296
100 81.8067931188 65.5873278296 392.4267931188 376.2073278296
