"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
4 79.179778 79.179778 119.959778 119.959778
10 69.214006 69.214006 109.994006 109.994006
11 66.729516 66.729516 107.509516 107.509516
15 61.055671 61.055671 101.835671 101.835671
18 51.783173 51.783173 92.563173 92.563173
21 48.538817 48.538817 89.318817 89.318817
24 46.260048 46.260048 87.040048 87.040048
26 42.874311 42.874311 83.654311 83.654311
