"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
9 78.918053 78.918053 119.698053 119.698053
10 83.764112 78.918053 124.544112 119.698053
