"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
4 79.179778 79.179778 119.959778 119.959778
7 77.976634 77.976634 118.756634 118.756634
14 64.874186 64.874186 105.654186 105.654186
17 63.328662 63.328662 104.108662 104.108662
20 81.794449 63.328662 122.574449 104.108662
