"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 70.608172 70.608172 111.388172 111.388172
11 70.027225 70.027225 110.807225 110.807225
12 78.223223 70.027225 119.003223 110.807225
