"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
32 72.661574 72.661574 113.441574 113.441574
33 71.241956 71.241956 112.021956 112.021956
37 63.978055 63.978055 104.758055 104.758055
40 78.788544 63.978055 119.568544 104.758055
