"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
21 6.4082844103 2.7547491601 317.0282844103 313.3747491601
22 2.9276151043 2.7547491601 313.5476151043 313.3747491601
71 2.0008936989 2.0008936989 312.6208936989 312.6208936989
90 2.2831632975 2.0008936989 312.9031632975 312.6208936989
