"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
11 53.026761 53.026761 93.806761 93.806761
15 51.337742 51.337742 92.117742 92.117742
16 51.241819 51.241819 92.021819 92.021819
20 71.528987 51.241819 112.308987 92.021819
