"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 69.9257039532 69.9257039532 110.7057039532 110.7057039532
3 68.7932484709 68.7932484709 109.5732484709 109.5732484709
5 65.2131104080 65.2131104080 105.9931104080 105.9931104080
10 59.5709229755 59.5709229755 100.3509229755 100.3509229755
