"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
7 82.468173 82.468173 123.248173 123.248173
8 81.935725 81.935725 122.715725 122.715725
10 85.671317 81.935725 126.451317 122.715725
