"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 85.536221 85.536221 126.316221 126.316221
3 82.099379 82.099379 122.879379 122.879379
5 75.920887 75.920887 116.700887 116.700887
13 74.830131 74.830131 115.610131 115.610131
18 69.617364 69.617364 110.397364 110.397364
20 61.000887 61.000887 101.780887 101.780887
72 57.832486 57.832486 98.612486 98.612486
80 85.398592 57.832486 126.178592 98.612486
