"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 74.813460 74.813460 115.593460 115.593460
11 74.197386 74.197386 114.977386 114.977386
13 74.279676 74.197386 115.059676 114.977386
