"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
6 80.946891 80.946891 121.726891 121.726891
10 84.169133 80.946891 124.949133 121.726891
