"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 86.455910 86.455910 397.075910 397.075910
2 75.585441 75.585441 386.205441 386.205441
6 63.376759 63.376759 373.996759 373.996759
11 85.029236 63.376759 395.649236 373.996759
