"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.792752 82.792752 123.572752 123.572752
4 79.179778 79.179778 119.959778 119.959778
9 72.355016 72.355016 113.135016 113.135016
16 71.459083 71.459083 112.239083 112.239083
21 68.363196 68.363196 109.143196 109.143196
22 66.268966 66.268966 107.048966 107.048966
23 59.215513 59.215513 99.995513 99.995513
