"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 82.028852 82.028852 122.808852 122.808852
3 81.352434 81.352434 122.132434 122.132434
4 79.420542 79.420542 120.200542 120.200542
6 78.994700 78.994700 119.774700 119.774700
8 78.860557 78.860557 119.640557 119.640557
9 78.808123 78.808123 119.588123 119.588123
10 78.739128 78.739128 119.519128 119.519128
